r100028,r296741
r528539,r177673
r528549,r850916
r528553,r670963
r528557,r709627
r528745,r935179
r528991,r935119
r528994,r957971
r529025,r252573
r529270,r445127
r529486,r481174
r529503,r508854
r529538,r257617
r529730,r837909
r529738,r601392
r529804,r413659
r529873,r355253
r530022,r729784
r530022,r993141
r530044,r729032
r530076,r720478
r530084,r793288
r530176,r808376
r530256,r624181
r530318,r330040
r530323,r381450
r530367,r442060
r530393,r212313
r530593,r909506
r530618,r199087
r530629,r877886
r530639,r465958
r530755,r790666
r531019,r811395
r531120,r555136
r531294,r372296
r531308,r486669
r531310,r747569
r531362,r493561
r531446,r617418
r531569,r827101
r531598,r513528
r531968,r421617
r532161,r179114
r532303,r949429
r532306,r105761
r532322,r168567
r532333,r826836
r532392,r831483
r532440,r565837
r532540,r890446
r532583,r574566
r532639,r595099
r532664,r634150
r532716,r778892
r532749,r403782
r532977,r175180
r532999,r330424
r533066,r359429
r533418,r285823
r533508,r424000
r533519,r862272
r533726,r392938
r533780,r890690
r533792,r778903
r533906,r744164
r533949,r812148
r533969,r675713
r533997,r443280
r534031,r544111
r534220,r434233
r534282,r176507
r534331,r133879
r534444,r324800
r534493,r657351
r534529,r280755
r534578,r616671
r534621,r799805
r534904,r445116
r534950,r244147
r535018,r428471
r535075,r299447
r535148,r813352
r535161,r588944
r535180,r215159
r535200,r271519
r535243,r789313
r535330,r153543
r535463,r575254
r535495,r572853
r535533,r193069
r535586,r147017
r535886,r200708
r535936,r810473
r535938,r871534
r536153,r299228
r536210,r293025
r536223,r184421
r536237,r406946
r536265,r102161
r536307,r226892
r536373,r478167
r536440,r886269
r536512,r198923
r536557,r486346
r536647,r932510
r536679,r725874
r536722,r353993
r536800,r285416
r536827,r987980
r536887,r913803
r537071,r732877
r537091,r439765
r537110,r652151
r537217,r169480
r537246,r166791
r537353,r530571
r537393,r681256
r537583,r318592
r537748,r357197
r537915,r534505
r537979,r942905
r538068,r990418
r538111,r983639
r538210,r257963
r538256,r404354
r538269,r482412
r538353,r196590
r538444,r454361
r538557,r121809
r538566,r373029
r538648,r211723
r539060,r835848
r539065,r137108
r539065,r927063
r539323,r917558
r539324,r118062
r539324,r388429
r539614,r521294
r539646,r680323
r539673,r560863
r539772,r332580
r539778,r419578
r539798,r523248
r539932,r593210
r539950,r314767
r539988,r425208
r540162,r380574
r540180,r192846
r540324,r897720
r540382,r644180
r540559,r466003
r540565,r536346
r540690,r782759
r540733,r937317
r540760,r502882
r540884,r543520
r540944,r460679
r541011,r816724
r541170,r323756
r541204,r649941
r541239,r990601
r541289,r959389
r541330,r396833
r541358,r586154
r541477,r303363
r541522,r381836
r541536,r143713
r541547,r704488
r541564,r542557
r541632,r681524
r541677,r157915
r541831,r296998
r541913,r586907
r542015,r852534
r542098,r961011
r542121,r378394
r542333,r529525
r542387,r362532
r542394,r835369
r542474,r536577
r542626,r785066
r542740,r740185
r542742,r338236
r542753,r539125
r542762,r847738
r542774,r827607
r542993,r480140
r542993,r908731
r543188,r292914
r543215,r699813
r543257,r378887
r543340,r514129
r543441,r737362
r543622,r467862
r543682,r844805
r543791,r551395
r543958,r688148
r544209,r824460
r544211,r980362
r544663,r311071
r544671,r617387
r544795,r160269
r544885,r153081
r544890,r992920
r544937,r257761
r544947,r471960
r545082,r905909
r545114,r205876
r545180,r867178
r545329,r990415
r545332,r971535
r545344,r138718
r545463,r732455
r545481,r374316
r545531,r640665
r545533,r824986
r545611,r379396
r545720,r319307
r545776,r234429
r545856,r659320
r545913,r424319
r546008,r727657
r546037,r838113
r546132,r388968
r546185,r965910
r546211,r185288
r546268,r377258
r546313,r368971
r546342,r231599
r546507,r756151
r546507,r985824
r546552,r199346
r546670,r581731
r547045,r782032
r547069,r126397
r547077,r357873
r547107,r246750
r547216,r440134
r547235,r516585
r547403,r600666
r547548,r745734
r547608,r977124
r547803,r595295
r547835,r967747
r547848,r907705
r547999,r819190
r548072,r639064
r548123,r615082
r548162,r215679
r548195,r639383
r548281,r312208
r548297,r835759
r548373,r367846
r548409,r186590
r548410,r943439
r548899,r478513
r548999,r484478
r549123,r489889
r549209,r724102
r549303,r743941
r549373,r178125
r549408,r315459
r549499,r269083
r549527,r843282
r549581,r783142
r549966,r479133
r549998,r454977
r550041,r141261
r550126,r862608
r550213,r441540
r550219,r834654
r550296,r247748
r550300,r994107
r550313,r317872
r550321,r108997
r550653,r379645
r550820,r425927
r551062,r630911
r551079,r491654
r551079,r689392
r551146,r836890
r551161,r953329
r551279,r364995
r551355,r112383
r551428,r889359
r551652,r784893
r551752,r979778
r551997,r132557
r552004,r484813
r552173,r467582
r552345,r386499
r552449,r328961
r552686,r323075
r552800,r628959
r552826,r190482
r553205,r990727
r553305,r168721
r553408,r976803
r553419,r143513
r553661,r926804
r553752,r184347
r553828,r417994
r553850,r655947
r554025,r997363
r554048,r431059
r554356,r987551
r554407,r450916
r554425,r317688
r554467,r443211
r554499,r761279
r554549,r798085
r554558,r564646
r554917,r787343
r554951,r197623
r554982,r705857
r554998,r927344
r555111,r657894
r555118,r891922
r555185,r259919
r555210,r719107
r555305,r820682
r555331,r426703
r555346,r420963
r555359,r845317
r555389,r216154
r555415,r572415
r555707,r577527
r555740,r250985
r555741,r845751
r555744,r703685
r555815,r664837
r555815,r866532
r555891,r869936
r555899,r640796
r555938,r924513
r555943,r462829
r555955,r888305
r556115,r597341
r556221,r878971
r556224,r966658
r556264,r104231
r556264,r682048
r556304,r557247
r556324,r603088
r556455,r870679
r556517,r230280
r556589,r334657
r556691,r174239
r556694,r662147
r556809,r903035
r557083,r212246
r557142,r805680
r557145,r272792
r557246,r361846
r557382,r238176
r557405,r792652
r557455,r413211
r557500,r332273
r557643,r622377
r557647,r896517
r557689,r570407
r557715,r781692
r557959,r195832
r557971,r657571
r558166,r556617
r558243,r660959
r558379,r735575
r558429,r421488
r558588,r781307
r558725,r871152
r558829,r796174
r558846,r545601
r558883,r431956
r558941,r369948
r559075,r206863
r559117,r330347
r559179,r795421
r559198,r285410
r559211,r599032
r559338,r825511
r559346,r627987
r559383,r811701
r559405,r453890
r559475,r490944
r559517,r327098
r559621,r740219
r559761,r693467
r559837,r801364
r559853,r531355
r560301,r699871
r560376,r547472
r560386,r528017
r560400,r542398
r560509,r622374
r560562,r869749
r560612,r848220
r560637,r714914
r560750,r453218
r560804,r329495
r560870,r769339
r560915,r161910
r560915,r986982
r560925,r829039
r560938,r721610
r561109,r135738
r561301,r657474
r561419,r563255
r561434,r269186
r561459,r239737
r561478,r811342
r561802,r367761
r561973,r365782
r562133,r892365
r562327,r334592
r562355,r919285
r562438,r344863
r562444,r809808
r562665,r394407
r562772,r433955
r563017,r360638
r563040,r282774
r563057,r464153
r563256,r561125
r563448,r995241
r563466,r762668
r563519,r769947
r563564,r242898
r563687,r443381
r563707,r906694
r563879,r265058
r563882,r459809
r563943,r341879
r564352,r401755
r564436,r377836
r564594,r823201
r564630,r167379
r564724,r923215
r564875,r823560
r565034,r449711
r565626,r812870
r565670,r974300
r565912,r381769
r566069,r526546
r566189,r883216
r566241,r281925
r566300,r135352
r566335,r932531
r566397,r302445
r566483,r219098
r566561,r681748
r566762,r763188
r566811,r723844
r566830,r576990
r566841,r759912
r566983,r243445
r567115,r477372
r567117,r737254
r567190,r433166
r567283,r647608
r567393,r560105
r567425,r913536
r567497,r873561
r567548,r800334
r567637,r743964
r567691,r177431
r567744,r748672
r567933,r639632
r567944,r987806
r568123,r907385
r568300,r529722
r568433,r301903
r568438,r188031
r568748,r529072
r568819,r800137
r568959,r582330
r569028,r452302
r569289,r648340
r569422,r993195
r569535,r851178
r569570,r116084
r569582,r917085
r569622,r873012
r569692,r256619
r569785,r440701
r569823,r183949
r569957,r795918
r569959,r336071
r569981,r442575
r570139,r151841
r570195,r381682
r570344,r395251
r570700,r945288
r570733,r224020
r570754,r483331
r570839,r886142
r570885,r451988
r570895,r119139
r571099,r940912
r571118,r213749
r571376,r991089
r571412,r183995
r571482,r148091
r571522,r473728
r571716,r917677
r571727,r115442
r571820,r805752
r571843,r173850
r571846,r318994
r571921,r785366
r572213,r943202
r572247,r864025
r572272,r323572
r572296,r349557
r572365,r567473
r572377,r747259
r572384,r329991
r572426,r142283
r572446,r408174
r572485,r474802
r572563,r304323
r572590,r157823
r572671,r886838
r573052,r201931
r573052,r533498
r573052,r567322
r573153,r458852
r573159,r824108
r573196,r933424
r573225,r970220
r573258,r991518
r573525,r975265
r573591,r592431
r573616,r528774
r573649,r218259
r573668,r139409
r573719,r315533
r573744,r838340
r573811,r590842
r573882,r141409
r573957,r693213
r574100,r371721
r574147,r507977
r574235,r446942
r574253,r579078
r574356,r829551
r574510,r720182
r574543,r413290
r574620,r821878
r574650,r486582
r574654,r691553
r574671,r249503
r574695,r529990
r575024,r962595
r575049,r917939
r575182,r868816
r575262,r463901
r575362,r829107
r575409,r477941
r575511,r119636
r575593,r218376
r575606,r101294
r575758,r876499
r575821,r440642
r575871,r552269
r576001,r304398
r576015,r669885
r576198,r418386
r576239,r128164
r576407,r982938
r576441,r298967
r576491,r755087
r576541,r306331
r576726,r625354
r577035,r530981
r577325,r972194
r577402,r166981
r577479,r854369
r577528,r505852
r577616,r660121
r577695,r359308
r577732,r347902
r577774,r511721
r577981,r391127
r578076,r206538
r578213,r549698
r578226,r741590
r578259,r365003
r578336,r859107
r578481,r308208
r578544,r589124
r578561,r263387
r578756,r185480
r578796,r229987
r578842,r262174
r578916,r761976
r579001,r746526
r579108,r108888
r579296,r991105
r579658,r198049
r579877,r122729
r579891,r399438
r579891,r677999
r579897,r623475
r579921,r899266
r580279,r870352
r580307,r393594
r580347,r755804
r580440,r856612
r580692,r976304
r580789,r298400
r580899,r289471
r580986,r678468
r581049,r700777
r581059,r381347
r581128,r507742
r581173,r382189
r581216,r178273
r581264,r997278
r581295,r994051
r581300,r857543
r581322,r967278
r581417,r419513
r581474,r131797
r581484,r828094
r581556,r425725
r581560,r540640
r581640,r710612
r581679,r260591
r581964,r614790
r582068,r759345
r582338,r908766
r582513,r676976
r582513,r888305
r582537,r608632
r582652,r192083
r582683,r971509
r582711,r104227
r582779,r806176
r582780,r860727
r582939,r166462
r582940,r830508
r583100,r601573
r583154,r735982
r583196,r141960
r583337,r457228
r583373,r542567
r583604,r316914
r583609,r508661
r583692,r876930
r583820,r215030
r583894,r729117
r584006,r825128
r584312,r159941
r584434,r172769
r584478,r560099
r584602,r942981
r584622,r263805
r584625,r629361
r584726,r879766
r584760,r238399
r584803,r179085
r584891,r334323
r584986,r101628
r584986,r155255
r584986,r222411
r585014,r611744
r585081,r110931
r585109,r161503
r585234,r292858
r585268,r531057
r585360,r196178
r585582,r270373
r585770,r230079
r585815,r790719
r586017,r493650
r586028,r777198
r586091,r185608
r586138,r225913
r586445,r116023
r586578,r398294
r586584,r242969
r586709,r943815
r586920,r526721
r586920,r612040
r586950,r865169
r586952,r176496
r586952,r310099
r586959,r411673
r587066,r442831
r587116,r435241
r587157,r528077
r587246,r612030
r587270,r390542
r587382,r531995
r587536,r413104
r587574,r583247
r587622,r484337
r587698,r634095
r587819,r528601
r587832,r990220
r587965,r392362
r588104,r929106
r588151,r861390
r588529,r468885
r588530,r789865
r588698,r873375
r588760,r950208
r588768,r295015
r588890,r451518
r588962,r724960
r589026,r555488
r589699,r419332
r589761,r601269
r589762,r510725
r589843,r929569
r590124,r830587
r590253,r256406
r590291,r306951
r590300,r753977
r590340,r631150
r590424,r285258
r590597,r266442
r590658,r488030
r590722,r255171
r590835,r477919
r590862,r199198
r590963,r278768
r591004,r698538
r591017,r497573
r591099,r277224
r591136,r921512
r591294,r966068
r591477,r973956
r591540,r119871
r591607,r220317
r591692,r109843
r591722,r988941
r591907,r732993
r591957,r345178
r592023,r756266
r592049,r513167
r592059,r547109
r592129,r535757
r592137,r459647
r592183,r349038
r592228,r792490
r592296,r285187
r592478,r654870
r592771,r832536
r592924,r809580
r593035,r123469
r593287,r424224
r593288,r294112
r593340,r465322
r593436,r799222
r593634,r855165
r593660,r234720
r593803,r886160
r593856,r627398
r593881,r144596
r594023,r373935
r594068,r297637
r594079,r931261
r594100,r948156
r594172,r200121
r594243,r676313
r594315,r240698
r594339,r326837
r594466,r240695
r594512,r735112
r594545,r815282
r594571,r378383
r594571,r382649
r594571,r457224
r594625,r445868
r594638,r352405
r594690,r113664
r594750,r716430
r594755,r199173
r594755,r222089
r594755,r364741
r594804,r872599
r594895,r485896
r595030,r142408
r595592,r551914
r595818,r508780
r595821,r871592
r595826,r653436
r595894,r858662
r596228,r274375
r596282,r797966
r596334,r912989
r596400,r895960
r596445,r858542
r596648,r177587
r596657,r461087
r596840,r203443
r597090,r623299
r597102,r512727
r597192,r298355
r597270,r101702
r597372,r252622
r597535,r843197
r597611,r455031
r597634,r101898
r597634,r558219
r597634,r587857
r597695,r661985
r597890,r427962
r597959,r582232
r598115,r313271
r598182,r841637
r598213,r717354
r598232,r614932
r598325,r444013
r598447,r130325
r598502,r176181
r598515,r446351
r598623,r510289
r598727,r820331
r598853,r792100
r599033,r479310
r599089,r206212
r599140,r734697
r599143,r563518
r599149,r356291
r599208,r328143
r599225,r677271
r599314,r148358
r599379,r695566
r599442,r516538
r599442,r541599
r599609,r623176
r599647,r958561
r599759,r100625
r599784,r354255
r599982,r528189
r600023,r123852
r600114,r912516
r600158,r104371
r600198,r623225
r600213,r412774
r600271,r939303
r600273,r816766
r600457,r528144
r600633,r601605
r600685,r632489
r600873,r617268
r601004,r293942
r601019,r205988
r601072,r654119
r601171,r117498
r601171,r658712
r601283,r348451
r601319,r948461
r601344,r669502
r601461,r120986
r601527,r605406
r601580,r869286
r601636,r262997
r601683,r290305
r601716,r779146
r601734,r460396
r601743,r227276
r601785,r895185
r601882,r712699
r601969,r625050
r601987,r579863
r602173,r474127
r602437,r647202
r602664,r219307
r602707,r143353
r602811,r199296
r602918,r983049
r602956,r536956
r603049,r845996
r603364,r786244
r603387,r262001
r603464,r377738
r603472,r692048
r603491,r137342
r603624,r171594
r603778,r949262
r603870,r759090
r603877,r352062
r603921,r143485
r603922,r548446
r604009,r196801
r604110,r106765
r604186,r513410
r604190,r818193
r604427,r391156
r604615,r482098
r604704,r628431
r605033,r328593
r605160,r667827
r605269,r600690
r605314,r848460
r605499,r350754
r605544,r361724
r605562,r640017
r605603,r577511
r605650,r172436
r605785,r862640
r605942,r841948
r606254,r197949
r606380,r185181
r606636,r161365
r606636,r468622
r606752,r745485
r606820,r931312
r606879,r161753
r606908,r784686
r606921,r206488
r607494,r280740
r607571,r278016
r607578,r362712
r607615,r444827
r607694,r993451
r607773,r347551
r607875,r635983
r607988,r794055
r608168,r502697
r608347,r289948
r608357,r597911
r608412,r233059
r608422,r234141
r608576,r757801
r608673,r378895
r608936,r252098
r608951,r441958
r609041,r796473
r609122,r671003
r609151,r621657
r609158,r620379
r609242,r809576
r609293,r514992
r609379,r217367
r609478,r756461
r609567,r896641
r609582,r721090
r609589,r840484
r609720,r808318
r609877,r140340
r609877,r153922
r610050,r745988
r610070,r478502
r610094,r995597
r610162,r500712
r610209,r831422
r610448,r348618
r610748,r464089
r610910,r551294
r610942,r612646
r611089,r217009
r611171,r582318
r611184,r400335
r611198,r846191
r611292,r765676
r611370,r793722
r611403,r274528
r611775,r137686
r611776,r521722
r611949,r652528
r612008,r132778
r612008,r163140
r612027,r604433
r612070,r222089
r612070,r364741
r612081,r490640
r612082,r700443
r612179,r259417
r612441,r862519
r612507,r341550
r612562,r166623
r612735,r258596
r612879,r488786
r612916,r143980
r612959,r989428
r613025,r107217
r613103,r318636
r613118,r334342
r613140,r622099
r613346,r209885
r613385,r449666
r613404,r956963
r613441,r970734
r613683,r890857
r613763,r470135
r613822,r561806
r613850,r174880
r613880,r734833
r613907,r182658
r614071,r484037
r614208,r266953
r614332,r103454
r614423,r754325
r614834,r853624
r614862,r552825
r614878,r364464
r614880,r146320
r614885,r929428
r614918,r656127
r614956,r964318
r615173,r192106
r615216,r169581
r615403,r241658
r615516,r123705
r615624,r825478
r615783,r882998
r615964,r649200
r616005,r567442
r616099,r544402
r616157,r565239
r616210,r780096
r616334,r660608
r616419,r840445
r616468,r589478
r616476,r724688
r616540,r371067
r616577,r223352
r616620,r307548
r616623,r811255
r616684,r226290
r616790,r123951
r616790,r636553
r616808,r263045
r617035,r864258
r617228,r593426
r617451,r709416
r617464,r152953
r617488,r113231
r617530,r687204
r617534,r111039
r617619,r699066
r617656,r786310
r617669,r180089
r617720,r189576
r617761,r126164
r617796,r888010
r617810,r117120
r617840,r960302
r617905,r335996
r617997,r479379
r618030,r671724
r618103,r432179
r618230,r510345
r618404,r814048
r618429,r423729
r618469,r230220
r618507,r759777
r618585,r205697
r618655,r856040
r618673,r326404
r618766,r424203
r618881,r561449
r619096,r521481
r619143,r911999
r619290,r959809
r619306,r700214
r619545,r652804
r619623,r964947
r619819,r796037
r619953,r157396
r620038,r126682
r620070,r896633
r620232,r787401
r620394,r530619
r620411,r309582
r620428,r802331
r620508,r952589
r620512,r193191
r620953,r626508
r621035,r294055
r621140,r876558
r621231,r416596
r621312,r940272
r621548,r773907
r621548,r934059
r621609,r927955
r621681,r795308
r621700,r106824
r621855,r336852
r621965,r461540
r622011,r613386
r622043,r470430
r622076,r688564
r622091,r202995
r622380,r903416
r622405,r247255
r622448,r804304
r622532,r449825
r622547,r946228
r622680,r697904
r622748,r276636
r622776,r368013
r622839,r456970
r622845,r821151
r622849,r866532
r622894,r299554
r622966,r579547
r623090,r270310
r623370,r541357
r623596,r336834
r623751,r633299
r623758,r614688
r623807,r133475
r623908,r304705
r623968,r741823
r623978,r928648
r624211,r172232
r624248,r342938
r624382,r155255
r624382,r439876
r624452,r794331
r624507,r170861
r624514,r373139
r624564,r787736
r624695,r590015
r624852,r779773
r624921,r107906
r624921,r145607
r624921,r397224
r625624,r265196
r625737,r788903
r625738,r608691
r625742,r837365
r625799,r237379
r625977,r138262
r625991,r866666
r626035,r541378
r626166,r901693
r626197,r163814
r626240,r601434
r626287,r226264
r626533,r218428
r626711,r309577
r626817,r456423
r626955,r864375
r627163,r745013
r627323,r896343
r627425,r320818
r627452,r319235
r627543,r544616
r627560,r139883
r627643,r797289
r627681,r491190
r627753,r549022
r627798,r413770
r627869,r543998
r628090,r990554
r628179,r724242
r628235,r396886
r628379,r175535
r628632,r902868
r628698,r382649
r628700,r552050
r628876,r532948
r628958,r635474
r628996,r305257
r628996,r824187
r629075,r843552
r629128,r317123
r629372,r121602
r629375,r693442
r629403,r492001
r629424,r548714
r629477,r699161
r629512,r501269
r629517,r325248
r629577,r589047
r629846,r341402
r630164,r289688
r630252,r781742
r630290,r397315
r630366,r372937
r630433,r910475
r630446,r178649
r630471,r990639
r630547,r906478
r630581,r272518
r630586,r241210
r630656,r486700
r630699,r415101
r630738,r146842
r630738,r276643
r630852,r251450
r630881,r982511
r630933,r958445
r630969,r383723
r631035,r792092
r631090,r989248
r631171,r305619
r631187,r183702
r631245,r778817
r631338,r914417
r631481,r899315
r631612,r802270
r631662,r199406
r631809,r247529
r632042,r996213
r632109,r941529
r632113,r117629
r632113,r295673
r632173,r474027
r632302,r332539
r632354,r788143
r632382,r737329
r632419,r442588
r632526,r688597
r632602,r549672
r632640,r659561
r632702,r362404
r632872,r474032
r632961,r586488
r632996,r143682
r633035,r364843
r633467,r927338
r633621,r209521
r633737,r108526
r633826,r142764
r633891,r476827
r633892,r748514
r634002,r964926
r634061,r448680
r634075,r373675
r634207,r768009
r634221,r224457
r634317,r497036
r634320,r216107
r634508,r712340
r634525,r911212
r634543,r660997
r634631,r261543
r634836,r394993
r634943,r871727
r634951,r204663
r634952,r307296
r635015,r555053
r635065,r753049
r635305,r835346
r635470,r318818
r635568,r222029
r635652,r169848
r635716,r594761
r635716,r649092
r635880,r736440
r635948,r305144
r636120,r406022
r636220,r431442
r636222,r104595
r636248,r192871
r636274,r296099
r636314,r521286
r636414,r616460
r636531,r648457
r636564,r484071
r636579,r470866
r636587,r384235
r636663,r565243
r636694,r184345
r636747,r691240
r636785,r117175
r636785,r845220
r636810,r394940
r636812,r503127
r636828,r118531
r637266,r464357
r637267,r103629
r637286,r553401
r637299,r736041
r637392,r469030
r637526,r126688
r637635,r939068
r637805,r815824
r637841,r254456
r637902,r933317
r637908,r689887
r637941,r777032
r637973,r170176
r637989,r956679
r638011,r534045
r638071,r871675
r638128,r292641
r638294,r789124
r638434,r120233
r638506,r863334
r638522,r143578
r638522,r317618
r638526,r796698
r638620,r600098
r638804,r415575
r638913,r355156
r639027,r292998
r639197,r573402
r639219,r682527
r639230,r125548
r639585,r579905
r639598,r697869
r639864,r884455
r640021,r228758
r640149,r187978
r640171,r190333
r640228,r968925
r640254,r769537
r640292,r566444
r640396,r541181
r640453,r934691
r640483,r758936
r640527,r221934
r640541,r970270
r640573,r878269
r640602,r157107
r640697,r527524
r640870,r129070
r640880,r539566
r640880,r918032
r640891,r612385
r641146,r457515
r641146,r841246
r641210,r895686
r641482,r420353
r641612,r558387
r641612,r616535
r641985,r210359
r642057,r403710
r642135,r697119
r642136,r304731
r642483,r204721
r642515,r494586
r642620,r346344
r642660,r484182
r642694,r311369
r642873,r510098
r642973,r448035
r642999,r224786
r643004,r163572
r643169,r351079
r643306,r610010
r643432,r210014
r643801,r332884
r643833,r726317
r643836,r950337
r643891,r765162
r643937,r240048
r644004,r254925
r644028,r918745
r644216,r813566
r644256,r367809
r644495,r902480
r644527,r337823
r644701,r692769
r644809,r682745
r644871,r365170
r644916,r236502
r645191,r872940
r645229,r542644
r645241,r289735
r645296,r830694
r645302,r484856
r645355,r296472
r645369,r225621
r645532,r755469
r645601,r787726
r645650,r588930
r645714,r836101
r645779,r380595
r645796,r937188
r645842,r269298
r645946,r674264
r646179,r713260
r646254,r849580
r646328,r649669
r646528,r648146
r646610,r339913
r646614,r894834
r646781,r526705
r646851,r138938
r646851,r271585
r646961,r900837
r647106,r423006
r647205,r601578
r647225,r655462
r647315,r811452
r647338,r226338
r647409,r384173
r647457,r354015
r647493,r647550
r647506,r790757
r647603,r879319
r647629,r529095
r647729,r736703
r647770,r180281
r647860,r265984
r647888,r853178
r647901,r388743
r648029,r431008
r648049,r620137
r648058,r811194
r648114,r258300
r648145,r560305
r648155,r167583
r648293,r895267
r648306,r971107
r648336,r867497
r648363,r483173
r648442,r154930
r648504,r758449
r648564,r885181
r648799,r228920
r648818,r365689
r648867,r724579
r648895,r615668
r649028,r659461
r649046,r481307
r649108,r635458
r649109,r461060
r649223,r411772
r649346,r385039
r649508,r160728
r649575,r151929
r649598,r913224
r649642,r401242
r649740,r311446
r649740,r818900
r649800,r458199
r649804,r593061
r649995,r242061
r650193,r415945
r650251,r726442
r650449,r577074
r650535,r568528
r650632,r234404
r650655,r667995
r650738,r847189
r650760,r205786
r650992,r247544
r651070,r111164
r651084,r221527
r651227,r899970
r651394,r638271
r651527,r601852
r651722,r904301
r651808,r678874
r652001,r162206
r652066,r533084
r652109,r108607
r652138,r516308
r652285,r681368
r652313,r730111
r652733,r770581
r652838,r856208
r653024,r844271
r653054,r941409
r653079,r341568
r653118,r458486
r653230,r687356
r653333,r812311
r653404,r216533
r653415,r506289
r653586,r310419
r653632,r768738
r653661,r329558
r653664,r981818
r653677,r329184
r653687,r638040
r653802,r811828
r654133,r552209
r654201,r845396
r654383,r742549
r654398,r597840
r654424,r117371
r654492,r166812
r654603,r256545
r654636,r664517
r654998,r683551
r655044,r567024
r655350,r149011
r655358,r924394
r655514,r435205
r655514,r762247
r655611,r104938
r655665,r852845
r655729,r357251
r655838,r116474
r655860,r758063
r655921,r854046
r656117,r125664
r656179,r644332
r656227,r434799
r656237,r812332
r656333,r501861
r656356,r521812
r656411,r240668
r656415,r573823
r656463,r621682
r656512,r631322
r656593,r549921
r656603,r697635
r656627,r784249
r656780,r781316
r656828,r339064
r656864,r472014
r657010,r914726
r657109,r144519
r657238,r933915
r657239,r997515
r657455,r519355
r657542,r721116
r657556,r101243
r657900,r409202
r658068,r377543
r658165,r605814
r658326,r370264
r658351,r734704
r658377,r432581
r658515,r546244
r658553,r332076
r658628,r720828
r658730,r942178
r658827,r641947
r659091,r757008
r659111,r402807
r659154,r916224
r659223,r682747
r659323,r156410
r659323,r255612
r659323,r525913
r659356,r181250
r659407,r314846
r659551,r464008
r659663,r751831
r659728,r973556
r660008,r504704
r660128,r829848
r660150,r518626
r660163,r405588
r660164,r193662
r660190,r796269
r660775,r667550
r660779,r660359
r660919,r675987
r660927,r214603
r660979,r674808
r660995,r566889
r661157,r444062
r661169,r223734
r661251,r179927
r661254,r674622
r661396,r596035
r661424,r114345
r661513,r610669
r661593,r847382
r661740,r397084
r661862,r330258
r661898,r808007
r662088,r367798
r662100,r468203
r662103,r853655
r662139,r102706
r662177,r705926
r662308,r990424
r662401,r694993
r662427,r437273
r662530,r461727
r662587,r218247
r663040,r719630
r663092,r199974
r663171,r793391
r663339,r971270
r663454,r547375
r663497,r535777
r663567,r899682
r663649,r559129
r663651,r500969
r663866,r255731
r663930,r105731
r663933,r667403
r663995,r625421
r664014,r216765
r664072,r588295
r664085,r762357
r664102,r302758
r664142,r801940
r664243,r534089
r664243,r536956
r664325,r212063
r664366,r887050
r664385,r632669
r664397,r633485
r664407,r301651
r664416,r264219
r664855,r602224
r665035,r480842
r665571,r697259
r665590,r842035
r665637,r143542
r665873,r188469
r665873,r765039
r665938,r308299
r665965,r825750
r666066,r285573
r666066,r759502
r666066,r884280
r666073,r126042
r666073,r875421
r666219,r599523
r666309,r199231
r666336,r971712
r666366,r332445
r666415,r598285
r666781,r506960
r666880,r812474
r666882,r610307
r667370,r705061
r667413,r705572
r667453,r128373
r667462,r738655
r667569,r453228
r667720,r532428
r667931,r239952
r668135,r641068
r668358,r966580
r668421,r378429
r668552,r182316
r668568,r423578
r668650,r710606
r668765,r231408
r668954,r984560
r668956,r843483
r668972,r123678
r669214,r569228
r669297,r356037
r669390,r688393
r669414,r268065
r669571,r492946
r669676,r733635
r669821,r244589
r669829,r871488
r669835,r581438
r669995,r128896
r670196,r367551
r670271,r375994
r670586,r164908
r670586,r169359
r670586,r252119
r670586,r940809
r670709,r114467
r670767,r900665
r670770,r651823
r670771,r412145
r670821,r867505
r670977,r892135
r671005,r355891
r671015,r388700
r671023,r306809
r671279,r701105
r671354,r784613
r671486,r632864
r671566,r261432
r671604,r669582
r671687,r561256
r671723,r625419
r671740,r619204
r671757,r889657
r671814,r252398
r671821,r666464
r671959,r128380
r671961,r257194
r672010,r186348
r672046,r859342
r672073,r630209
r672095,r975074
r672100,r762246
r672312,r700285
r672422,r450691
r672543,r397811
r672687,r856449
r672808,r277028
r672839,r154483
r672854,r511166
r673242,r583590
r673300,r658406
r673367,r314809
r673417,r722000
r673478,r834878
r673522,r301930
r673530,r566750
r673718,r104015
r673825,r892613
r673861,r439249
r673866,r162005
r674161,r674129
r674203,r351679
r674237,r308672
r674346,r720430
r674428,r928336
r674513,r513033
r674689,r998490
r674709,r583374
r674839,r731400
r674901,r401904
r674915,r455949
r675002,r252727
r675065,r378701
r675106,r666858
r675312,r860699
r675333,r611582
r675689,r528118
r675806,r846569
r675996,r322673
r676052,r787808
r676061,r960209
r676111,r311392
r676195,r587915
r676231,r269718
r676281,r835026
r676363,r222462
r676498,r712940
r676586,r317901
r676761,r523848
r676764,r821486
r676779,r871617
r676813,r326086
r676836,r692891
r676958,r675986
r676961,r796653
r677079,r375611
r677716,r962119
r677918,r155463
r677956,r487323
r677957,r382745
r678082,r139744
r678082,r182649
r678082,r632670
r678082,r767314
r678257,r208704
r678267,r540752
r678476,r614820
r678481,r625704
r678558,r968005
r678799,r910714
r678867,r767179
r679029,r660760
r679047,r537434
r679081,r549036
r679090,r553787
r679189,r736191
r679465,r422073
