r100014,r397114
r573765,r592332
r573777,r785934
r573780,r936089
r573866,r870852
r573889,r368898
r573902,r397828
r573902,r985872
r573957,r509107
r574003,r154796
r574003,r674359
r574003,r785033
r574036,r321402
r574036,r943108
r574051,r645636
r574051,r682121
r574059,r546910
r574107,r605778
r574122,r453381
r574122,r816077
r574142,r471319
r574238,r746556
r574351,r331287
r574365,r494390
r574390,r511015
r574498,r747519
r574573,r761530
r574629,r192995
r574683,r340631
r574685,r388597
r574685,r415175
r574746,r301504
r574795,r905491
r574796,r436794
r574796,r751633
r574800,r793884
r574865,r641300
r574876,r501756
r574894,r186685
r574894,r642810
r574923,r269340
r574928,r423645
r574934,r893902
r574934,r929255
r574945,r179661
r574957,r155575
r574957,r849175
r574957,r887214
r574964,r850119
r574996,r860690
r574997,r885651
r575001,r268983
r575032,r748080
r575045,r877339
r575079,r859190
r575133,r298953
r575183,r661029
r575207,r990394
r575212,r627028
r575243,r489035
r575254,r214250
r575254,r541777
r575279,r354655
r575295,r398410
r575331,r905505
r575384,r537245
r575384,r747145
r575400,r817939
r575400,r842831
r575431,r175876
r575431,r177307
r575431,r435906
r575442,r181443
r575442,r948067
r575452,r433256
r575549,r507757
r575565,r121056
r575565,r532588
r575590,r473417
r575592,r258759
r575592,r863932
r575672,r164445
r575672,r182225
r575672,r496997
r575672,r633412
r575672,r667708
r575687,r585858
r575717,r424863
r575719,r866807
r575778,r181755
r575778,r464061
r575778,r648425
r575778,r903169
r575875,r250932
r575875,r886958
r575875,r953641
r575896,r996819
r576033,r494390
r576059,r446175
r576059,r508749
r576059,r734854
r576088,r121513
r576099,r408936
r576152,r282325
r576152,r507027
r576178,r635868
r576269,r353497
r576269,r961773
r576269,r999627
r576290,r682985
r576300,r691564
r576323,r178306
r576380,r909849
r576410,r433647
r576420,r492650
r576420,r538405
r576446,r382710
r576593,r714943
r576599,r516082
r576599,r677107
r576605,r217853
r576619,r901351
r576744,r406169
r576744,r897916
r576837,r661565
r576856,r481886
r576885,r791517
r576885,r923809
r576928,r366314
r576928,r376789
r576928,r490572
r576928,r613243
r576991,r668652
r577066,r391073
r577102,r629349
r577119,r812384
r577160,r522790
r577235,r756041
r577244,r901353
r577274,r184659
r577274,r286065
r577388,r803261
r577397,r862412
r577437,r120115
r577437,r127211
r577437,r616889
r577454,r380570
r577454,r719064
r577514,r757722
r577516,r928717
r577590,r653362
r577631,r795195
r577637,r843177
r577653,r467582
r577653,r488175
r577653,r839353
r577670,r690076
r577680,r440417
r577680,r460419
r577680,r590324
r577680,r782307
r577689,r309823
r577689,r322690
r577689,r480015
r577689,r505975
r577689,r526098
r577689,r696207
r577689,r792080
r577689,r801332
r577721,r408266
r577729,r468423
r577790,r345206
r577897,r479254
r578015,r427708
r578015,r579661
r578019,r132480
r578019,r286550
r578020,r878276
r578048,r317504
r578076,r874714
r578076,r937402
r578105,r383906
r578105,r482798
r578144,r307980
r578144,r376647
r578166,r150216
r578225,r584112
r578245,r270490
r578245,r289755
r578245,r358227
r578245,r358296
r578274,r431273
r578333,r929255
r578340,r248354
r578340,r257211
r578340,r437918
r578370,r469687
r578373,r705700
r578430,r743464
r578501,r673594
r578573,r825355
r578679,r412978
r578700,r132521
r578700,r977792
r578710,r193364
r578710,r880859
r578770,r513162
r578852,r748588
r578871,r754494
r578925,r537837
r578969,r939746
r579028,r985986
r579045,r302784
r579058,r462576
r579058,r472033
r579058,r547862
r579058,r570660
r579073,r967103
r579122,r481886
r579176,r194800
r579182,r907702
r579209,r650668
r579209,r843181
r579292,r647956
r579322,r919265
r579367,r215281
r579367,r251644
r579367,r827693
r579367,r889680
r579367,r953807
r579385,r574575
r579385,r707613
r579385,r807865
r579385,r925072
r579411,r638140
r579411,r746393
r579411,r905959
r579423,r583493
r579423,r991790
r579447,r129883
r579447,r667595
r579455,r100316
r579533,r201878
r579568,r206099
r579568,r575924
r579568,r918770
r579595,r615403
r579630,r482541
r579630,r695046
r579630,r998192
r579650,r892036
r579651,r628890
r579690,r525812
r579729,r247699
r579751,r273077
r579751,r673406
r579780,r124764
r579843,r443716
r579843,r959729
r579871,r184261
r579871,r486889
r579883,r132931
r579883,r375748
r579984,r690595
r580065,r296459
r580092,r552789
r580097,r689481
r580101,r798887
r580129,r473433
r580150,r235793
r580154,r252989
r580154,r744591
r580209,r768594
r580209,r785333
r580277,r231127
r580277,r359105
r580334,r227845
r580335,r590878
r580345,r920008
r580370,r237614
r580370,r317335
r580370,r580247
r580370,r750516
r580388,r257284
r580388,r854607
r580521,r446471
r580525,r825938
r580576,r135433
r580631,r739521
r580740,r620440
r580802,r475527
r580828,r607818
r580831,r505640
r580840,r972251
r580854,r558828
r580865,r876597
r580872,r341983
r580872,r540121
r580872,r553102
r580872,r578354
r580872,r734925
r580872,r812783
r580872,r870898
r580880,r134391
r580885,r871015
r580898,r243749
r580898,r596283
r580987,r212243
r580987,r321402
r580987,r416654
r580987,r579708
r580987,r912344
r581014,r962387
r581021,r660942
r581021,r805989
r581021,r966058
r581040,r362585
r581108,r322288
r581122,r973732
r581130,r852689
r581202,r779657
r581268,r811557
r581328,r354836
r581328,r478739
r581328,r990543
r581336,r635549
r581436,r749299
r581451,r909479
r581475,r757703
r581527,r681311
r581553,r199498
r581553,r580558
r581555,r817512
r581563,r269294
r581622,r706524
r581624,r260541
r581630,r283170
r581630,r286674
r581630,r540694
r581630,r574575
r581630,r635539
r581630,r707613
r581630,r807865
r581630,r811090
r581630,r886602
r581734,r640727
r581754,r115070
r581754,r131541
r581775,r309823
r581775,r429629
r581775,r755180
r581775,r801332
r581775,r985108
r581847,r184208
r581891,r227602
r581891,r266260
r581912,r422892
r581963,r568985
r581963,r933869
r582012,r210110
r582027,r978441
r582030,r283032
r582030,r527589
r582030,r732983
r582030,r870236
r582087,r646901
r582115,r229526
r582127,r204493
r582226,r876782
r582257,r378398
r582323,r676957
r582323,r751972
r582373,r274996
r582373,r529368
r582373,r716212
r582373,r802051
r582381,r838098
r582388,r301762
r582388,r555126
r582388,r907226
r582397,r451553
r582467,r820608
r582533,r739091
r582556,r753690
r582558,r168871
r582558,r643405
r582558,r841175
r582558,r890423
r582584,r643337
r582630,r158864
r582630,r645196
r582673,r526308
r582787,r842578
r582840,r284102
r582840,r473438
r582852,r971392
r582869,r756465
r582882,r138183
r582882,r297634
r582906,r218218
r582965,r249108
r582965,r576604
r582965,r724037
r582965,r779512
r583015,r610531
r583015,r835610
r583015,r890144
r583015,r996942
r583018,r256077
r583018,r789205
r583071,r593809
r583127,r979068
r583180,r819429
r583180,r981214
r583199,r342013
r583222,r470968
r583222,r904304
r583291,r907425
r583312,r328160
r583348,r586382
r583430,r148432
r583430,r248847
r583430,r271436
r583430,r678940
r583476,r615735
r583507,r576679
r583511,r873831
r583520,r885309
r583539,r320533
r583623,r429210
r583631,r622163
r583654,r154838
r583654,r366661
r583654,r488861
r583654,r832783
r583684,r735528
r583752,r181338
r583752,r295101
r583752,r514686
r583752,r551822
r583752,r590681
r583815,r674816
r583823,r595071
r583862,r590654
r583909,r279771
r583918,r985394
r583926,r434073
r583943,r744797
r583943,r853733
r583976,r649775
r583976,r687903
r583979,r551374
r584011,r167708
r584031,r764805
r584044,r171998
r584067,r487485
r584087,r163806
r584087,r436781
r584087,r856265
r584139,r973672
r584147,r128341
r584261,r371433
r584347,r755856
r584403,r422329
r584458,r577919
r584495,r293299
r584495,r345329
r584495,r688591
r584495,r732457
r584495,r974921
r584716,r369946
r584810,r647217
r584810,r878276
r584846,r350348
r584879,r443833
r584880,r801993
r584901,r416779
r584964,r117131
r584964,r229065
r584964,r237743
r584964,r266117
r584964,r782916
r584964,r821831
r584964,r860539
r584980,r841767
r584983,r628652
r585009,r368904
r585022,r625767
r585023,r173132
r585023,r341411
r585047,r497282
r585048,r661606
r585048,r817740
r585052,r119050
r585052,r568943
r585052,r825687
r585102,r295936
r585102,r301762
r585102,r363590
r585102,r555126
r585102,r653124
r585102,r960801
r585185,r280412
r585239,r249219
r585239,r704032
r585256,r577188
r585256,r899516
r585320,r390022
r585322,r538790
r585330,r810310
r585339,r223102
r585340,r870773
r585350,r187439
r585391,r536639
r585412,r512384
r585441,r683467
r585464,r844040
r585477,r926169
r585528,r246060
r585568,r674808
r585570,r644078
r585594,r733058
r585620,r842385
r585625,r814512
r585644,r154998
r585705,r663178
r585708,r223771
r585731,r409504
r585785,r371560
r585823,r462846
r585849,r626478
r585854,r708218
r585882,r456349
r585882,r713900
r585882,r779196
r585914,r610935
r586012,r186985
r586038,r576708
r586082,r920703
r586129,r150866
r586129,r608933
r586129,r719691
r586129,r977792
r586178,r321036
r586178,r452622
r586178,r473968
r586178,r778095
r586178,r858113
r586186,r953807
r586231,r837347
r586249,r306558
r586345,r468596
r586345,r692331
r586355,r293241
r586355,r505142
r586355,r921327
r586355,r999211
r586492,r202684
r586492,r369807
r586492,r630383
r586492,r858543
r586501,r120115
r586501,r307832
r586501,r880149
r586501,r899110
r586530,r992478
r586574,r118660
r586574,r223785
r586574,r353247
r586574,r556196
r586574,r631139
r586574,r885949
r586574,r905174
r586574,r966437
r586595,r424204
r586623,r922516
r586625,r510252
r586625,r528488
r586641,r792135
r586700,r799927
r586704,r187755
r586704,r641641
r586704,r721333
r586704,r759291
r586704,r836036
r586704,r855421
r586717,r618416
r586786,r389268
r586810,r359725
r586813,r735080
r586845,r834149
r586861,r706560
r586861,r721149
r586879,r342255
r586879,r546468
r586879,r741279
r586933,r538833
r586987,r600665
r587051,r835402
r587079,r996961
r587137,r713907
r587156,r375750
r587156,r998192
r587236,r286674
r587236,r540694
r587236,r608933
r587236,r680353
r587236,r761923
r587236,r826638
r587273,r657141
r587277,r805654
r587277,r814187
r587312,r229315
r587367,r421403
r587532,r121176
r587554,r652033
r587570,r506335
r587604,r555616
r587651,r187352
r587738,r284711
r587738,r643405
r587738,r953448
r587743,r214075
r587818,r923345
r587852,r558793
r587866,r219139
r587877,r196350
r587890,r383868
r587900,r659078
r587933,r178912
r588009,r401809
r588033,r256556
r588033,r389025
r588033,r617700
r588033,r807708
r588083,r909130
r588134,r593683
r588134,r791743
r588143,r925892
r588203,r300943
r588203,r590237
r588251,r186627
r588257,r306097
r588257,r556196
r588257,r631139
r588311,r860587
r588316,r229296
r588316,r414659
r588316,r845336
r588316,r860602
r588316,r943306
r588334,r486349
r588368,r807818
r588375,r219337
r588375,r981083
r588376,r951732
r588416,r195623
r588416,r210802
r588435,r332582
r588480,r505933
r588488,r355233
r588494,r843563
r588494,r924011
r588496,r130901
r588572,r929990
r588589,r549610
r588640,r904973
r588643,r392263
r588728,r329340
r588728,r650990
r588728,r653917
r588731,r302294
r588731,r783531
r588739,r114573
r588739,r340431
r588763,r987424
r588778,r613364
r588778,r865988
r588788,r146803
r588788,r884766
r588788,r988375
r588869,r642023
r588904,r509552
r588904,r741301
r588904,r843486
r588904,r870479
r588907,r954095
r589266,r574341
r589315,r316336
r589319,r751264
r589347,r365636
r589468,r449946
r589471,r219008
r589472,r709173
r589488,r445243
r589513,r887263
r589583,r912126
r589667,r159245
r589721,r809765
r589819,r850323
r589819,r884406
r589835,r340887
r589869,r341868
r589878,r156500
r589878,r375972
r589880,r891978
r589882,r271835
r589893,r998515
r589897,r915378
r589917,r809349
r589920,r665419
r589924,r695232
r589939,r472045
r589952,r337634
r589952,r870511
r590093,r472525
r590093,r900224
r590097,r174102
r590097,r688656
r590108,r428281
r590222,r357286
r590222,r519971
r590222,r830125
r590225,r157728
r590233,r779196
r590238,r157283
r590359,r520437
r590359,r920862
r590363,r139456
r590363,r458301
r590363,r712903
r590367,r845000
r590411,r192818
r590428,r186691
r590437,r435727
r590453,r835670
r590459,r567940
r590459,r734202
r590464,r118129
r590464,r144397
r590464,r167735
r590464,r999887
r590603,r305941
r590665,r236016
r590665,r350576
r590665,r355337
r590665,r922975
r590703,r975115
r590768,r371662
r590779,r679637
r590910,r600274
r590938,r134423
r590940,r897239
r591028,r285178
r591032,r293520
r591032,r940243
r591034,r618260
r591174,r679695
r591228,r126523
r591243,r760734
r591263,r596522
r591275,r569351
r591346,r176993
r591346,r539333
r591346,r634390
r591346,r882505
r591346,r953555
r591366,r835027
r591371,r759270
r591420,r205298
r591535,r479675
r591539,r245333
r591550,r863445
r591697,r737612
r591701,r901164
r591711,r300611
r591711,r488130
r591711,r687870
r591764,r280838
r591771,r440413
r591813,r104548
r591826,r730783
r591847,r165560
r591932,r182978
r591972,r882542
r592053,r884702
r592061,r155548
r592061,r495459
r592061,r803724
r592065,r546899
r592082,r722070
r592084,r952984
r592104,r879006
r592161,r409655
r592208,r606372
r592241,r572120
r592281,r215084
r592281,r383527
r592306,r732069
r592339,r814777
r592387,r581921
r592406,r316795
r592406,r318200
r592415,r180383
r592428,r779942
r592430,r282435
r592442,r351183
r592454,r277333
r592454,r336391
r592454,r967696
r592467,r681190
r592481,r241961
r592481,r680615
r592481,r810018
r592481,r977617
r592501,r658319
r592529,r975292
r592529,r997603
r592555,r803281
r592618,r951783
r592624,r306987
r592624,r407796
r592640,r860524
r592650,r197552
r592677,r450265
r592707,r135188
r592707,r901937
r592740,r900190
r592755,r830000
r592799,r556906
r592799,r787735
r592837,r711730
r592837,r790382
r592837,r863230
r592838,r239508
r592838,r313053
r592859,r178542
r592860,r256325
r592860,r673160
r592860,r730047
r592860,r976718
r592872,r315744
r592890,r316524
r592890,r977388
r592891,r984298
r592903,r870334
r592909,r352862
r592928,r138198
r592955,r321274
r592966,r982101
r592971,r122087
r593030,r876871
r593030,r998052
r593099,r202111
r593099,r992923
r593106,r335999
r593160,r557674
r593177,r402211
r593201,r653282
r593229,r760734
r593274,r784912
r593316,r286225
r593316,r542511
r593316,r737612
r593326,r181745
r593352,r398804
r593366,r159050
r593366,r758237
r593428,r700600
r593452,r407756
r593452,r490821
r593482,r131061
r593482,r768359
r593482,r857943
r593500,r728958
r593522,r584485
r593567,r935569
r593582,r251605
r593634,r500329
r593656,r846615
r593684,r844125
r593772,r575366
r593784,r115923
r593784,r252409
r593784,r565975
r593788,r570693
r593789,r502849
r593849,r173132
r593849,r378065
r593960,r760802
r594044,r606614
r594081,r307733
r594086,r321659
r594100,r464656
r594103,r145130
r594164,r878694
r594168,r910791
r594209,r674594
r594311,r330130
r594315,r887555
r594330,r696936
r594351,r551391
r594351,r714603
r594373,r263864
r594399,r905446
r594427,r249116
r594427,r471319
r594427,r556196
r594427,r643421
r594427,r673990
r594427,r771488
r594427,r774144
r594427,r785555
r594427,r785837
r594427,r801527
r594427,r885949
r594427,r966437
r594460,r223282
r594460,r614281
r594496,r239955
r594496,r549171
r594618,r395088
r594647,r197048
r594647,r246726
r594669,r186850
r594679,r543721
r594727,r450661
r594727,r614660
r594793,r685022
r594816,r812542
r594816,r934291
r594930,r853014
r595045,r118660
r595045,r261307
r595045,r851942
r595047,r219303
r595047,r479762
r595051,r252255
r595051,r404102
r595069,r448875
r595097,r133503
r595104,r422151
r595108,r465062
r595108,r771818
r595125,r184523
r595162,r478017
r595196,r762606
r595209,r565801
r595209,r890932
r595251,r244859
r595251,r669066
r595275,r984939
r595285,r906086
r595299,r817144
r595302,r472615
r595302,r482048
r595302,r810609
r595371,r124895
r595371,r157598
r595371,r660561
r595375,r133498
r595406,r174458
r595406,r176208
r595406,r291312
r595406,r939656
r595410,r290212
r595439,r998071
r595443,r690986
r595497,r238539
r595497,r533098
r595497,r663191
r595497,r769219
r595521,r663933
r595558,r483053
r595581,r306104
r595581,r472033
r595581,r556196
r595581,r771488
r595624,r298635
r595702,r985379
r595731,r877461
r595772,r207447
r595772,r414386
r595772,r522561
r595772,r967696
r595787,r515663
r595787,r836323
r595828,r709683
r595893,r717332
r595925,r747402
r595931,r504956
r595981,r913241
r596082,r322017
r596082,r806274
r596136,r906419
r596236,r184828
r596273,r490600
r596295,r308793
r596342,r253250
r596352,r476001
r596367,r592119
r596367,r726075
r596403,r214937
r596403,r545235
r596409,r127989
r596409,r631139
r596409,r661657
r596409,r969360
r596410,r857055
r596414,r375527
r596423,r861394
r596444,r697398
r596527,r276297
r596528,r224361
r596596,r266920
r596596,r592013
r596632,r401370
r596632,r421060
r596669,r688158
r596747,r317571
r596747,r416371
r596760,r250569
r596760,r715671
r596820,r379214
r596840,r493837
r596865,r241835
r596928,r764706
r596982,r151038
r596983,r401952
r596984,r915216
r597019,r148918
r597019,r459617
r597031,r317854
r597049,r116113
r597049,r752159
r597134,r647917
r597183,r486574
r597209,r968096
r597223,r703770
r597235,r976823
r597372,r928838
r597385,r720584
r597393,r917441
r597524,r177648
r597596,r792397
r597613,r874696
r597705,r203471
r597705,r595548
r597722,r753173
r597848,r368866
r597848,r386936
r597848,r525602
r597873,r390140
r597873,r562090
r597950,r416771
r597985,r583784
r598069,r712435
r598145,r472525
r598145,r778095
r598228,r122318
r598228,r293163
r598228,r582867
r598228,r991790
r598231,r599717
r598232,r436844
r598246,r989337
r598267,r646776
r598267,r809765
r598352,r132981
r598352,r620515
r598352,r774004
r598360,r775209
r598360,r807180
r598389,r296625
r598399,r309761
r598426,r766685
r598426,r799172
r598426,r982781
r598441,r634182
r598578,r238773
r598595,r570825
r598600,r161396
r598600,r468584
r598644,r259036
r598644,r580004
r598725,r256676
r598725,r325222
r598725,r738232
r598725,r895285
r598776,r781339
r598853,r251242
r598890,r241215
r598949,r583899
r598963,r440478
r598963,r535892
r599005,r470741
r599005,r525557
r599007,r263770
r599022,r945673
r599031,r513871
r599101,r915467
r599112,r461776
r599144,r327452
r599151,r863253
r599179,r273682
r599217,r355357
r599217,r845801
r599278,r694251
r599348,r871677
r599384,r928688
r599538,r248956
r599538,r423725
r599538,r608933
r599538,r680353
r599538,r761923
r599538,r826638
r599576,r332319
r599576,r793943
r599597,r287406
r599623,r822928
r599679,r672028
r599686,r512132
r599686,r609882
r599686,r803625
r599713,r825617
r599713,r905383
r599743,r635843
r599777,r261307
r599777,r462576
r599777,r554753
r599777,r629247
r599777,r631139
r599777,r785555
r599795,r779646
r599804,r506758
r599832,r736577
r599895,r872759
r599987,r557478
r599987,r644686
r600106,r682455
r600137,r177627
r600183,r847835
r600186,r908617
r600211,r481393
r600215,r772969
r600215,r810775
r600217,r571054
r600217,r763657
r600222,r140779
r600226,r335699
r600226,r534525
r600251,r377010
r600251,r541777
r600302,r105272
r600318,r212696
r600318,r776200
r600378,r445561
r600402,r467308
r600404,r437049
r600422,r306080
r600439,r728034
r600464,r769659
r600500,r994193
r600544,r301316
r600591,r824126
r600607,r362199
r600607,r592148
r600607,r880659
r600677,r548428
r600677,r608131
r600677,r714167
r600677,r736924
r600677,r767694
r600677,r805763
r600682,r107369
r600682,r443184
r600704,r827830
r600753,r745186
r600754,r775029
r600853,r769636
r600880,r186004
r600880,r662837
r600894,r301762
r600894,r555126
r600894,r653124
r600894,r907226
r600911,r232065
r600939,r843946
r600963,r647326
r600995,r262751
r601120,r246882
r601190,r269480
r601225,r481836
r601263,r388235
r601263,r682858
r601304,r922597
r601305,r417002
r601333,r434185
r601333,r713522
r601333,r840227
r601369,r415135
r601406,r279717
r601428,r526489
r601455,r538220
r601455,r737254
r601455,r754671
r601526,r277491
r601583,r237597
r601630,r437671
r601633,r204792
r601772,r814528
r601822,r618305
r601947,r245333
r601947,r414346
r601964,r486361
r601964,r652443
r601964,r740173
r601964,r848551
r601991,r457187
r601991,r867417
r602030,r590681
r602030,r786541
r602047,r202847
r602078,r150866
r602078,r248956
r602078,r423725
r602078,r608933
r602078,r680353
r602078,r719691
r602078,r860587
r602078,r977792
r602086,r533978
r602108,r618970
r602135,r301086
r602135,r792240
r602153,r670648
r602168,r580665
r602168,r704999
r602176,r206765
r602176,r717933
r602188,r293356
r602188,r602665
r602188,r778599
r602188,r843312
r602256,r142827
r602275,r695493
r602296,r526569
r602299,r167653
r602299,r460419
r602299,r905831
r602311,r237756
r602311,r882542
r602330,r586617
r602343,r500061
r602343,r764259
r602386,r473481
r602386,r694805
r602386,r953131
r602612,r277638
r602711,r709301
r602779,r632674
r602798,r555737
r602798,r703540
r602799,r585079
r602818,r347063
r602871,r440321
r602886,r154750
r602886,r323443
r602886,r481848
r602886,r637453
r602886,r974725
r602939,r989083
r603044,r779812
r603056,r346684
r603056,r454185
r603056,r704898
r603113,r574251
r603156,r206504
r603204,r839590
r603219,r636700
r603234,r607037
r603277,r119857
r603277,r619276
r603277,r641459
r603335,r926040
r603372,r415200
r603410,r869470
r603461,r919866
r603493,r326005
r603493,r390527
r603493,r685583
r603493,r704168
r603528,r859658
r603594,r112145
r603620,r425631
r603621,r260462
r603622,r668110
r603625,r420700
r603651,r867546
r603701,r513466
r603738,r337059
r603746,r778216
r603768,r390633
r603787,r251038
r603787,r525689
r603798,r380143
r603847,r716266
r603847,r943384
r603898,r718706
r603950,r224461
r603950,r651873
r603956,r638280
r603956,r985108
r603999,r531782
r604005,r635918
r604052,r210239
r604066,r580834
r604066,r588168
r604067,r178857
r604071,r742421
r604086,r437484
r604086,r733058
r604196,r525942
r604227,r454779
r604257,r215860
r604257,r437601
r604257,r646067
r604384,r117252
r604417,r960153
r604431,r172982
r604432,r616374
r604444,r235935
r604458,r450681
r604466,r476483
r604601,r207481
r604601,r306997
r604607,r248628
r604607,r293110
r604663,r533180
r604663,r556618
r604680,r249460
r604760,r141306
r604795,r974838
r604823,r298881
r604829,r569029
r604833,r906726
r604937,r497007
r604964,r405565
r604992,r441656
r604993,r575430
r604998,r100262
r605010,r480276
r605013,r710532
r605043,r747961
r605050,r281045
r605057,r846081
r605066,r406306
r605137,r681609
r605161,r365494
r605172,r445840
r605206,r146704
r605206,r186004
r605206,r526569
r605206,r705908
r605287,r638273
r605297,r772157
r605327,r661964
r605335,r183574
r605335,r382951
r605335,r393098
r605335,r980389
r605380,r874714
r605405,r163590
r605405,r376075
r605405,r512126
r605452,r558062
r605476,r505954
r605476,r549040
r605506,r542504
r605542,r241289
r605570,r829004
r605589,r593193
r605594,r711187
r605629,r284072
r605629,r350673
r605638,r230831
r605683,r836932
r605686,r437601
r605693,r457508
r605727,r301509
r605765,r330657
r605800,r777477
r605816,r680353
r605816,r707613
r605827,r123750
r605847,r411695
r605887,r259621
r605890,r729687
r605896,r632318
r606004,r915104
r606012,r737113
r606109,r264315
r606163,r103016
r606233,r385878
r606296,r709008
r606352,r736616
r606385,r984099
r606415,r728343
r606560,r732714
r606690,r570417
r606800,r186773
r606843,r986779
r606847,r461053
r606886,r310148
r606886,r540159
r606886,r894355
r606896,r125582
r606896,r301237
r606896,r317571
r606896,r658245
r606929,r222704
r606945,r968397
r606969,r920693
r606973,r385952
r606973,r734525
r607001,r219332
r607001,r343029
r607004,r510428
r607034,r622499
r607115,r572278
r607115,r606293
r607169,r171022
r607188,r201591
r607188,r549995
r607188,r606940
r607350,r125140
r607350,r598412
r607493,r486623
r607525,r186339
r607525,r442148
r607528,r217481
r607528,r595003
r607528,r888680
r607528,r966454
r607573,r103173
r607603,r265221
r607616,r270667
r607654,r542504
r607679,r583152
r607679,r860602
r607683,r350668
r607683,r692100
r607683,r733024
r607683,r824206
r607683,r917121
r607718,r322250
r607737,r913530
r607758,r273851
r607764,r495859
r607764,r599754
r607825,r936447
r607852,r380207
r607872,r668098
r607907,r965098
r607920,r851701
r607936,r238491
r607936,r602665
r607936,r903051
r607965,r428092
r607973,r782102
r608001,r312424
r608001,r554696
r608074,r845000
r608097,r116184
r608134,r215555
r608140,r654322
r608144,r613141
r608190,r471319
r608190,r501619
r608190,r599379
r608190,r785837
r608190,r958905
r608226,r151733
r608314,r407793
r608314,r995163
r608348,r138146
r608451,r778266
r608519,r234597
r608532,r382906
r608532,r841558
r608657,r269927
r608657,r354299
r608657,r500320
r608659,r558410
r608659,r616806
r608663,r307694
r608674,r772282
r608760,r115851
r608775,r660450
r608775,r718028
r608788,r367591
r608788,r869207
r608788,r901994
r608840,r194906
r608872,r421942
r608873,r375311
r608873,r697438
r608922,r240935
r608937,r111644
r608937,r679197
r609146,r455996
r609203,r330386
r609223,r747402
r609226,r456488
r609240,r725118
r609240,r799409
r609281,r606372
r609287,r362715
r609308,r239508
r609354,r751161
r609373,r948229
r609376,r498580
r609419,r354387
r609428,r422730
r609509,r148520
r609509,r207597
r609509,r474367
r609509,r589414
r609509,r615410
r609514,r329210
r609514,r533904
r609531,r146435
r609531,r170557
r609531,r227672
r609531,r425214
r609531,r705809
r609669,r422681
r609675,r922965
r609683,r941511
r609696,r653497
r609704,r180343
r609732,r460419
r609732,r770818
r609736,r193016
r609736,r480015
r609754,r758979
r609790,r431343
r609790,r484292
r609826,r202549
r609886,r585430
r609886,r658363
r609963,r418997
r609963,r538519
r609963,r719983
r610022,r223100
r610022,r272465
r610033,r884322
r610076,r106589
r610076,r228496
r610101,r746393
r610126,r492163
r610136,r531213
r610161,r181338
r610161,r590681
r610172,r530378
r610181,r777449
r610190,r490925
r610243,r796279
r610246,r559299
r610343,r200185
r610343,r620420
r610343,r662360
r610343,r666831
r610365,r211609
r610365,r259873
r610369,r464351
r610445,r471168
r610453,r205259
r610472,r584877
r610485,r330620
r610485,r435044
r610485,r571161
r610600,r441630
r610658,r273625
r610658,r362438
r610692,r377987
r610744,r738232
r610765,r764444
r610770,r652302
r610863,r129139
r610863,r239070
r610863,r379749
r610915,r709730
r610944,r806000
r611029,r113166
r611038,r256974
r611095,r225852
r611095,r906787
r611095,r984926
r611136,r363294
r611178,r400954
r611206,r264114
r611206,r387661
r611214,r918616
r611335,r538345
r611353,r255253
r611353,r868487
r611367,r481393
r611367,r723840
r611367,r967511
r611367,r987246
r611381,r520622
r611385,r310855
r611385,r405871
r611385,r408466
r611385,r442069
r611385,r575016
r611385,r850802
r611393,r317286
r611440,r470212
r611440,r824621
r611440,r903397
r611462,r734054
r611516,r743464
r611549,r786632
r611549,r916037
r611551,r590878
r611587,r217528
r611587,r494450
r611587,r781408
r611600,r414386
r611640,r932992
r611671,r555779
r611675,r454622
r611694,r895617
r611710,r451958
r611726,r176617
r611726,r196556
r611726,r314798
r611726,r526308
r611753,r253198
r611795,r706870
r611795,r923545
r611817,r591758
r611817,r925329
r611867,r203638
r611931,r270387
r611931,r342005
r611936,r448204
r612015,r766355
r612033,r360672
r612185,r326616
r612205,r199165
r612215,r791292
r612218,r199976
r612218,r227602
r612218,r977671
r612229,r188021
r612249,r300275
r612295,r997967
r612306,r392254
r612306,r664134
r612306,r741881
r612306,r764077
r612318,r219977
r612318,r390672
r612409,r505640
r612409,r520934
r612409,r574473
r612416,r249808
r612436,r378072
r612436,r494568
r612469,r706186
r612484,r808590
r612491,r319074
r612491,r404169
r612491,r968589
r612547,r740173
r612551,r511585
r612551,r611847
r612668,r520415
r612668,r624345
r612668,r757044
r612668,r923530
r612781,r835704
r612787,r410660
r612802,r658528
r612804,r339335
r612870,r122365
r612971,r930552
r612979,r342686
r612982,r786318
r613041,r301621
r613052,r597311
r613059,r896745
r613071,r284007
r613118,r685468
r613128,r342759
r613179,r201674
r613179,r631430
r613221,r196556
r613221,r755306
r613221,r966407
r613317,r186177
r613324,r667814
r613406,r422789
r613467,r726978
r613480,r278220
r613488,r120855
r613535,r562305
r613550,r357040
r613550,r881279
r613698,r870479
r613717,r912575
r613729,r532250
r613733,r609381
r613733,r759306
r613735,r562430
r613751,r733724
r613790,r363505
r613790,r422200
r613790,r427227
r613790,r514452
r613820,r782916
r613821,r829134
r613918,r501892
r613918,r940845
r613963,r412613
r613963,r428045
r613963,r763353
r613970,r315370
r613975,r319731
r614013,r250878
r614076,r509665
r614096,r672045
r614236,r870952
r614255,r113687
r614255,r773195
r614333,r759289
r614333,r826573
r614346,r967193
r614373,r310581
r614373,r592457
r614413,r738715
r614444,r362115
r614480,r155476
r614507,r274246
r614510,r228167
r614526,r242093
r614596,r531634
